text,keywords_formal.0.keywords,keywords_formal.0.is_formal,keywords_formal.0.annotator
خبرگزاری BBC از فناوری یادگیری ماشین استفاده خواهد کرد http:// it-news.ir/%d8%ae%d8%a8%d 8%b1%da%af%d8%b2%d8%a7%d8%b1%db%8c-bbc-%d8%a7%d8%b2-%d9%81%d9%86%d8%a7%d9%88%d8%b1%db%8c-%db%8c%d8%a7%d8%af%da%af%db%8c%d8%b1%db%8c-%d9%85%d8%a7%d8%b4%db%8c%d9%86-%d8%a7%d8%b3%d8%aa/ …,"[""خبرگزاری BBC "","""",""فناوری یادگیری ماشین""]",true,annotator1
سیسکو استارتاپ Perspica فعال در حوزه‌ یادگیری ماشین را تصاحب کرد http:// newsvillage.ir/179111/%d8%b3% db%8c%d8%b3%da%a9%d9%88-%d8%a7%d8%b3%d8%aa%d8%a7%d8%b1%d8%aa%d8%a7%d9%be-perspica-%d9%81%d8%b9%d8%a7%d9%84-%d8%af%d8%b1-%d8%ad%d9%88%d8%b2%d9%87%e2%80%8c-%db%8c%d8%a7%d8%af%da%af%db%8c%d8%b1-3/ …,"[""استارتاپ"",""یادگیری ماشین""]",true,annotator1
سیسکو استارتاپ Perspica فعال در حوزه‌ یادگیری ماشین را تصاحب کرد http:// ift.tt/2itQlEZ,"[""سیسکو"",""استارتاپ"",""یادگیری ماشین""]",true,annotator1
در تلاشم دوره های استنفورد برای یادگیری ماشین رو با اینترنت مخابرات ببینم، فکر کنم بتونم بعد از تموم‌ شدنش به نوه‌ام یه خلاصه بگم,"[""استنفورد"",""یادگیری ماشین"",""اینترنت مخابرات""]",false,annotator1
یادگیری ماشین از انچه که به آن فکر می کنید به شما نزدیک تر است. http:// phy.so/414085688,"[""یادگیری ماشین""]",true,annotator1
یادگیری ماشین و سامانه‌ی حمل و نقل می‌توانند به تهدید امنیتی تبدیل شوند http:// ift.tt/2xUZ7O2,"[""تهدید امنیتی"",""سامانه‌ی حمل و نقل"",""یادگیری ماشین""]",true,annotator1
از بعد از کلاس « یادگیری ماشین » امروز، هر سری به عکس‌های پایین این اسلاید نگاه می‌کنم، It makes me hard واقعن. pic.twitter.com/lmjXvcxE4P,"[""یادگیری ماشین"",""عکس‌های پایین این اسلاید""]",true,annotator1
کاهش ریسک تشخیص سرطان‌سینه با استفاده از هوش‌مصنوعی و یادگیری‌ماشین ,"[""تشخیص سرطان‌سینه"",""هوش‌مصنوعی"",""یادگیری‌ماشین""]",true,annotator1
یه برنامه نویس اپی به اسم nude برای ios نوشته که با استفاده از الگوریتمهای یادگیری ماشین در CoreML عکسای لخت موجود در گالریتون رو شناسایی و اونهارو به این اپ منتقل میکنه و روشون رمز میزاره. https://www. theverge.com/2017/10/17/164 14822/nude-app-photo-vault-sexting … pic.twitter.com/ArjBwZWipz,"[""برنامه نویس"",""یادگیری ماشین""]",false,annotator1
ببینید چقدر با الگوریتم‌های یادگیری میشه اجسام پرنده‌ی فوق العاده‌ای درست کرد #یادگیری_ماشین #هوش_مصنوعی #TED https:// youtu.be/RCXGpEmFbOw,"[""الگوریتم‌های یادگیری""]",false,annotator2
سورس بازی دوز سه در سه (ایکس او) با یادگیری ماشین برای بیسیک فور اندروید https:// goo.gl/fb/ecr6Zz,"[""بازی دوز"",""یادگیری ماشین"",""بیسیک فور اندروید""]",true,annotator1
پاسخ داده شده: high bias و high variance در یادگیری ماشین https:// goo.gl/kiGMPe,"[""یادگیری ماشین""]",true,annotator1
پاسخ داده شده: standardization داده در یادگیری ماشین https:// goo.gl/1mpqoq,"[""یادگیری ماشین""]",true,annotator1
کاربرد های #هوش_مصنوعی چه خطرهایی میتونه داشته باشه؟ #یادگیری_ماشین #AI https:// twitter.com/amrhkazemi/sta tus/920029163217653760 …,"[""هوش مصنوعی""]",false,annotator1
#یادگیری_ماشین با این ۳ روش، #اینترنت_اشیا را دگرگون می کند @ogoldich #هوش_مصنوعی http:// crwd.fr/2glAbNk,"[""یادگیری ماشین"",""اینترنت اشیا""]",true,annotator1
#هوش_مصنوعی چه کارهایی می تونه انجام بده؟ #یادگیری_ماشین #AI pic.twitter.com/C4iVq6jdvS,"[""هوش مصنوعی""]",false,annotator1
دانشجویی که یادگیری ماشین رو صفر شده چی؟ :)),"[""دانشجویی"",""یادگیری ماشین""]",false,annotator1
چطور به یک #مغز مصنوعی آموزش بدیم تا درست و غلط رو تشخیص بده؟ #هوش_مصنوعی #یادگیری_ماشین https:// twitter.com/GeberConsultin g/status/919123111316021248 …,"[""مغز مصنوعی""]",false,annotator1
زنجیره بلوک (همون بلاک‌چین)، قراردادهای هوشمند، هوش مصنوعی، یادگیری ماشین ، اینترنت اشیا و ... دنیای جذاب فناوری‌های آینده.,"[""بلاک‌چین"",""قراردادهای هوشمند"",""هوش مصنوعی"",""یادگیری ماشین"",""اینترنت اشیا"",""فناوری‌""]",true,annotator1
فیلم برتری ( #transcendence ) شاید فیلم خوش ساختی نباشد ولی به خوبی خطرات (احتمالی) یک هوش مصنوعی را نشان می‌دهد. #هوش_مصنوعی #یادگیری_ماشین pic.twitter.com/C1wbJUKT3I,"[""فیلم"",""هوش مصنوعی""]",true,annotator1
100 #استارتاپ ی که از #هوش_مصنوعی استفاده می کنن #یادگیری_ماشین https:// twitter.com/markfidelman/s tatus/918842629235847169 …,"[""هوش مصنوعی"",""استارتاپ"",""یادگیری ماشین""]",false,annotator1
چگونه #یادگیری_ماشین در حال تغییر ینده تجارت الکترونیک است؟ #هوش_مصنوعی https:// twitter.com/ipfconline1/st atus/918725536238710784 …,"[""یادگیری ماشین"",""تجارت الکترونیک""]",true,annotator1
تاثیر #هوش_مصنوعی و #یادگیری_ماشین روی شغل های ما https:// twitter.com/AlexNeuman/sta tus/918753985456205825 …,"[""هوش مصنوعی"",""یادگیری ماشین""]",true,annotator1
کاش یه پروژه داده کاوی، یادگیری ماشین یا شبکه عصبی که درست و حسابی باشه یه جا بود انجام میدادم. همش دیتاست های آموزشی...,"[""داده کاوی"",""یادگیری ماشین"",""شبکه عصبی"",""دیتاست های آموزشی""]",false,annotator1
لینک یه کانال تخصصی یادگیری ماشین فرستادن، رفتم چک کنم پست آخرش “صحنه فوت مردبزرگ استیو جابز” بود! خاک تو سرتون,"[""یادگیری ماشین"",""استیو جابز""]",false,annotator1
گوگل پیکسل 2 از تصاویر HDR و OIS پشتیبانی می کنه و دارای حالت پرتره است. یادگیری ماشین هم در سیستم دوربین این گوشی ها استفاده شده #گوگل,"[""گوگل پیکسل"",""حالت پرتره"",""یادگیری ماشین"",""سیستم دوربین""]",false,annotator1
این #هوش_مصنوعی میتواند #آلزایمر و بیماریهای عصبی را ده سال زودتر از #پزشکان انسانی تشخیص دهد #neurodegenerative #پزشکی #یادگیری_ماشین pic.twitter.com/ftgsNDE5tb,"[""هوش مصنوعی"",""آلزایمر و بیماریهای عصبی"",""پزشکان انسانی""]",true,annotator1
اینتل با تراشه Liohi یادگیری ماشین را وارد مرحله جدیدی می‌کند http:// ift.tt/2fNlCSd,"[""اینتل"","""",""تراشه"",""یادگیری ماشین""]",true,annotator1
تلاش ميكردم يه شركت نرم افزاري در زمينه هوش مصنوعي و يادگيري ماشين ميزدم.,"[""شركت نرم افزار"",""هوش مصنوعي"",""يادگيري ماشين""]",true,annotator1
کلا پیشرفت یادگیری ماشین خیلی زیاد بوده. این عملا جلوه های هوش مصنوعی هست که کاربردهای زیادی داره و لزوما جاسوسی نیست.,"[""یادگیری ماشین"",""هوش مصنوعی""]",false,annotator1
هر روز یک کتاب #Ebook #کتاب_الکترونیک #یادگیری_ماشین https:// goo.gl/CjCEkN,"[""کتاب""]",true,annotator1
فکر می‌کنم تکنیک‌های فعلی یادگیری ماشین مثل موتور‌های بخار که با ذغال سنگ کار می‌کردند نا کارمد هستند (از نظر مصرف انرژی). باید منتظر ماشین‌های کم مصرف تر و سریعتر باشیم.,"[""یادگیری ماشین""]",true,annotator1
این حقیر اهداف زندگی‌م خلاصه شده عمر کوتاه است گزیده بجویید، می‌خواهم با یادگیری ماشین و داده کاوی فصل جدیدی از #قرآن در زندگی‌ها باز کنم .,"[""داده کاوی"",""یادگیری ماشین""]",true,annotator1
بپرس از یادگیری ماشین هم استفاده میکنن؟,"[""یادگیری ماشین""]",false,annotator1
۱۰۴۰ نفر کلاس یادگیری ماشین اندرو ان‌جی رو توی استنفورد گرفتن! بعد این‌جا پالهنگ هوش ارائه داد، هیچ‌کس نگرفت و اون ترم کلاس هوشی تشکیل نشد https:// twitter.com/AndrewYNg/stat us/912382154155352064 …,"[""پالهنگ"",""استنفورد"",""یادگیری ماشین""]",false,annotator1
آمازون کلاد یک کتابخونه محبوب یادگیری ماشین رو حذف کرده و بجاش یکی از محصولات خودش رو پیشنهاد می‌ده! https:// twitter.com/fchollet/statu s/909909278420381696 …,"[""آمازون کلاد"",""یادگیری ماشین""]",false,annotator1
فرآیند یادگیری ماشین مثل بچه بزرگ کردنه. اینکه چی یاد می‌گیره به ورودی‌ها بستگی داره. به زودی میگیم جلو ماشین این حرف رو‌ نزن یاد می‌گیره!,"[""یادگیری ماشین""]",false,annotator1
ظاهراً یک یادگیری ماشین بسیار قوی پشت این کیبورد هست که احتمالاً شاهد ارتقای کارایی آن و حتی انتقال دانش از اینجا به مک باشیم,"[""یادگیری ماشین""]",true,annotator1
چشم شما بی بلا. من یادگیری ماشین و هوش مصنوعی آموزشاشو دنبال میکنم . ولی سعی میکنم مهارتای یه فول استک رو داشته باشم.,"[""یادگیری ماشین"",""هوش مصنوعی""]",false,annotator1
New post (تولباکس آمار و یادگیری ماشین (Statistics and Machine Learning Toolbox) در متلب) has been published on - https:// matlabkar.com/statistics-and -machine-learning-toolbox-in-matlab/ … pic.twitter.com/3yTIkVMGKH,"[""یادگیری ماشین""]",true,annotator1
ریش میذاری عادت میکنه، آرایش میکنی عادت میکنه، رنگ و مدل مو عوض میکنی عادت میکنه، یادگیری ماشین و شبکه عصبی... واقعا آینده هس!,"[""یادگیری ماشین و شبکه عصبی""]",false,annotator1
امکان #غربالگری مستقیم و غير تهاجمی #سرطان_پانکراس و سایر بیماری‌ها با برنامه #BiliScreen #گوشی_هوشمند #یادگیری_ماشین #بینایی_رایانه pic.twitter.com/g1auxuPBPd,"[""غربالگری مستقیم"",""سرطان پانکراس""]",true,annotator1
روی یادگیری ماشین هم متمرکز بودن. واقعا آدم عجیبی بود.,"[""یادگیری ماشین""]",false,annotator1
پایتون اینجا، پایتون اونجا، پایتون همه جا! برنامه نویسی هوش مصنوعی رو کامل دستش گرفته، بینایی ماشین، یادگیری ماشین و یادگیری ژرف و...,"[""پایتون"",""برنامه نویسی هوش مصنوعی"",""بینایی ماشین"",""یادگیری ماشین""]",false,annotator1
عزیزی اگر تمایل به گرفتن مستر در #یادگیری‌ماشین داره در دانشگاه ویکتوریا کانادا، لطفا یه پیغامی بده به من. برای همین ژانویه دنبال میگردیم.,"[""گرفتن مستر"",""یادگیری‌ماشین"",""دانشگاه ویکتوریا کانادا""]",false,annotator1
خیلی از مردم #یادگیری_ماشین رو با #هوش_مصنوعی اشتباه میکنن. درصورتیکه یادگیری ماشین بعنوان زیر مجموعه ایی از هوش مصنوعی محسوب میشه.,"[""یادگیری ماشین"",""هوش مصنوعی""]",false,annotator1
#یادگیری_ماشین عبارت ست از نرم افزاری که از تحلیل نمونه ها می آموزد. برای مثال بجای تعریف گربه، شما بهش عکس میلیونها گربه رو نشون میدید. pic.twitter.com/o0uKyigRJQ,"[""یادگیری ماشین"",""تحلیل نمونه""]",false,annotator1
یکی نبود بهم بگه تو که اندازه‌یِ نخود از بیناییِ ماشین و یادگیریِ ماشین و ... سردرنمیاری، نونت نبود؟ آبت نبود؟ این پروژه رو گرفتنت چی بود؟,"[""بیناییِ ماشین"",""یادگیریِ ماشین"",""پروژه""]",false,annotator1
اغلب وقتی به نرم‌افزاری کلمه «هوشمند» رو اضافه می‌کنیم منظورمون اینه که if بیشتری توی کدش نوشتیم نه اینکه مثلاً یادگیری ماشین داره!,"[""نرم‌افزاری"",""هوشمند"",""یادگیری ماشین""]",false,annotator1
۱. خدماتی که به کسب‌وکار‌های انترپرایز ارائه می‌کنیم از ترکیب اختصاصی چندین سرویس‌ پردازش بلادرنگ و یادگیری‌ماشین تشکیل می‌شه.,"[""کسب‌وکار‌های انترپرایز"",""پردازش بلادرنگ"",""یادگیری‌ماشین""]",false,annotator1
اندرويد خيلى خفن تر و انعطاف پذير تره قبول اما سيستم عامل اپل خيلى اسون و سريع تره. اكثر ملت واسه سادگيش و سيستم عاملش ميگيرن,"[""اندرويد"",""اپل"",""سيستم عامل""]",false,annotator2
آپدیت دیگه تا یه جایی جواب میده :/ فکنم وقتشه سیستم عامل عوض کنم D:,"[""آپدیت"",""سیستم عامل""]",false,annotator2
واسه سیستم عامل مغز آپدیت نمیاد؟ جان؟ کتاب بخونیم؟ همین ورژن قدیمی جوابه حالا,"[""سیستم عامل مغز"",""کتاب""]",false,annotator2
سیستم عامل ATM ها ویندوز XP هستن ویندوز XP رو خود ماکروسافت هم ساپورت نمیکنه دیگه,"[""سیستم عامل"",""ویندوز"",""ماکروسافت""]",false,annotator1
اندرويدا شارژراشون با iosها فرق داره ولي تا قبل usb c همه به هم ميخورد و فرق نداشت سامسونگ و ال جي بودنش مثلا :))) برا همين سيستم عامل ميتونه فيلتر نوع شارژر باشه,"["" سامسونگ"","" ال جي"","" سيستم عامل"",""اندرويدا"",""شارژر""]",false,annotator1
سیستم عامل متن‌باز PfSense توی آخرین آپدیتش DNS over TLS رو اضافه کرده. دستشون درد نکنه عجب آپدیت پر و پیمونی دادن خیلی از مشکلاتی که من دیده بودم رو حل کردند. باگ‌های امنیتی بزرگی رو هم رفع کردند. حتما آپدیت کنید :),"[""سیستم عامل"",""آپدیت"",""باگ‌های امنیتی""]",false,annotator1
ما به وضوح نوشته بودیم که پروژه‌مون یک توزیع از لینوکسه و سیستم عامل مستقلی نیست. داورها همین رو بهونه کردن تا هر چند دقیقه یک بار، بهمون تیکه بندازن. ما گفته بودیم که نسخه‌ ارسالی به دفتر جشنواره دو تا باگ شاخدار داره، و ابتدای دفاع از پروژه هم اشاره کردیم که نسخه‌ای که داریم,"[""سیستم عامل "",""جشنواره"",""دفاع از پروژه""]",false,annotator2
با توجه به اینکه home جداست نصب سیستم عامل جدید نباید زیاد اذیت کنه.,"[""سیستم عامل""]",false,annotator1
سعی کن پارتیشن home رو جدا کنی که هر سری خواستی سیستم عامل عوض کنی اذیت نشی. این مشکلی که داری حتی ممکنه سخت‌افزاری باشه. ترجیحا یه بک آپ بگیر.,"[""سیستم عامل"",""پارتیشن"",""سخت‌افزاری""]",false,annotator1
مقسمي رو ساختمان داده و پايگاهشو دارم جفتشم راضي بودم. رياضي١،٢ هم كتاب خوب دارم براش. سيستم عامل ، نظريه، كامپايلر، مدار منطقي، شبكه، هوش. اينا رو كتاب خوب نميشناسم,"[""مقسمي"",""ساختمان داده"",""پايگاهشو"",""رياضي"",""سيستم عامل"",""نظريه"",""كامپايلر"",""مدار منطقي"",""شبكه"",""هوش""]",false,annotator3
مک او اس موهاوی (macOS Mojave) رسما منتشر شد: مک او اس موهاوی (macOS Mojave) رسما توسط اپل منتشر شد. کاربران با دانلود و نصب مک او اس ۱۰٫۴ می‌توانند از آخرین امکانات سیستم عامل جدید اپل برخوردار شوند. انتظارها به پایان رسید و سرانجام مک او… https:// iranians.global/persian/%d9%85 %da%a9-%d8%a7%d9%88-%d8%a7%d8%b3-%d9%85%d9%88%d9%87%d8%a7%d9%88%db%8c-macos-mojave-%d8%b1%d8%b3%d9%85%d8%a7-%d9%85%d9%86%d8%aa%d8%b4%d8%b1-%d8%b4%d8%af/?utm_source=dlvr.it&utm_medium=twitter … #Iran #ایران,"[""امکانات سیستم عامل جدید اپل"","" مک او اس موهاوی"","" اپل""]",true,annotator3
ميتونم بزنم ولي درحد ٢٠. كلا رياضي خ اسونتره از سيستم عامل و طراحي الگوريتم و ... ولي ب اين فكر ميكنم ك وقتمو ب جاي رياضي شايد اگ بذارم واسه تخصصي به صرفه تر باشه,"[""رياضي"",""سيستم عامل"",""طراحي الگوريتم""]",false,annotator4
سیستم عامل و همه برنامه هاتو آپدیت کن,"[""سیستم عامل""]",false,annotator4
از اونجایی که هیچوقت خاطره خوبی از آپگرید کردن یه سیستم عامل تو هیچ دیوایسی نداشتم بنابراین نوموخام #MACOSMOJAVE,"[""سیستم عامل"",""آپگرید""]",false,annotator3
what is wrong with @Apple آیا این مشخصات سخت افزاری برای #سیستم_عامل جدید کافی نیست !!!‌ #اپل #macOSMojave pic.twitter.com/pdGqVDt1qt,"["" مشخصات سخت افزاری"","" سیستم عامل جدید""]",true,annotator3
سیستم عامل موبایلی گوگل در دهمین سالروز تولدش، پرچمدار دنیای گوشی های هوشمند است متن کامل خبر: http:// goo.gl/VbBtZc #اندروید #گوگل #موبایل https://www. instagram.com/p/BoJJ68bHdR0/ pic.twitter.com/nCpWafmyPW,"["" سیستم عامل موبایلی گوگل"","" گوشی های هوشمند""]",true,annotator3
اگر شما هم مایل به تغییر رابط کاربری سیستم عامل #macOSMojave خود به حالت Dark Mode هستید، همراه #تیله_سافت باشید : #اپل #مک_او_اس #مک_بوک #apple #MacBookPro http:// tilesoft.ir/MojaveDarkMode,"[""رابط کاربری سیستم عامل""]",true,annotator1
من دست پایین گفتم رم ۱۶. بیشتر دوستان روی ۲۴ یا ۳۲ هستن. الان فقط گوگل کروم من نزدیک ۲ گیگ رم گرفته! خود سیستم عامل ، مرورگر، موسیقی، فتو ادیتور، ide، وب سرور، دیتابیس سرور، مجازی ساز، پروسه کامپایل (که خودش هنگام کامپایل رم میخوره زیاد)،... اینا چیزایی هست که نرماله برای من...,"[""گوگل کروم"",""سیستم عامل""]",false,annotator1
سیستم عامل ios اینو داره فقط، آیفون داری؟,"[""آیفون"",""سیستم عامل ios""]",false,annotator1
حالا من هی می‌گم سیستم عامل سر در نمیارم، این هی می‌پرسه.,"[""سیستم عامل""]",false,annotator1
بخش های مولد در اقتصاد ایران با توجه به شرایط فعلی صنعت توریسم ( با نرخ اشتغال بالا ) صنایع تبدیلی و صنایع با تولیدات نوآورانه و دارای قابلیت صادرات هستند و البته در بخش خدمات مانند تولید نرم افزار می‌توان رقیبی برای هند بود. در صنایع دستی و برخی شاخه های کشاورزی هم دارای مزیت...,"["" اقتصاد ایران"","" صنعت توریسم""]",true,annotator1
بابت همین نرم افزار های مزخرف به هرکدوم زیر ساخت مجانی و پنج میلیارد تومن کمک کردن,"[""نرم افزار های مزخرف""]",false,annotator1
بدرد جرز لای دیوار هم نمیخوری، رییس جمهوری که زیر حرفش مسزنه و نمیتونه جل. ی فیلتر نرم افزار رو بگیره چجوری میخواد جلوی فساد و مشکلات اقتصادی و بگسره، منم پشیمونم از رایی که به تو دادم حسن، از طلا بودن پشیمان گشته مرحمت فرمایید مارا مس کنید,"[""فساد و مشکلات اقتصادی"","" رییس جمهوری"",""جرز لای دیوار""]",false,annotator1
رئیس جمهوری که نمیتونه جلوی فیلتر شدن یه نرم افزار رو بگیره چه جوری میخواد جلوی بالارفتن سکه و دلارو بگیره؟,"[""رئیس جمهوری"",""جلوی فیلتر شدن"","" سکه و دلار""]",false,annotator1
حالا خلاصه آمار بیزی ( #Bayesian ) بر مبنای همین قانون احتمالات میتونه تحلیل علت و معلولی انجام بده و هوش مصنوعی رو نسبت به عدم #قطعیت های خودش مطلع کنه. علاقمندان رجوع کنن به این http:// mlg.eng.cam.ac.uk/yarin/blog_224 8.html …,"[""آمار بیزی"",""قانون احتمالات"",""تحلیل علت و معلولی"",""هوش مصنوعی""]",false,annotator1
اخبار جالبی خوندم در مورد سلاح های اتوماتیکی که از هوش مصنوعی بهره میبرن که میتونن هدف رو تشخیص بدن و تصمیم بگیرن زخمی کنن یا بکشن ، البته هنوز قانونی نشدن اما تکنولوژیشون موجوده . pic.twitter.com/2ACLVDB15L,"[""سلاح های اتوماتیکی"",""هوش مصنوعی""]",false,annotator1
کاربر ابولاشی یه توییت درباره فیلم هوش مصنوعی و رابطه ی رباطه با مادرش داشت,"[""هوش مصنوعی"",""رباطه""]",false,annotator3
من برام لذت بخشه این در هم شکستن اخلاقیات روتین تو یه دینامیک متفاوت. اقا یا خانم هوش مصنوعی شما همون سرگرم سانسور نیپلای زنا تو عکسا باش. حالشم بیشتره. ما تا با یه چیزی حال میکنیم نزن برین توش.,"[""هوش مصنوعی"",""سانسور"",""اخلاقیات""]",false,annotator3
2 Adaptive Battery در اندروید پای راه حل جالب و کاربردی است که به کمک هوش مصنوعی عادات کاربر را تشخیص می دهد، بر اساس این عادات تنظیمات مورد نیاز را اعمال می کند ودرنهایت مصرف باتری را درپس زمینه کنترل می کند #شارژ_باطری #اندروئید_پای #باطری_تطبیق_پذیر http:// yon.ir/zrRDl pic.twitter.com/e3pMDT3ceo,"[""هوش مصنوعی"",""عادات کاربر"",""اندروید پای"",""تنظیمات مورد نیاز"",""مصرف باتری""]",true,annotator3
پس سیستم عامل ویندوز اگه داشته پریده، پیشفرض رو بعضی لپ تاپ ها سیستم عامل لینوکس نسخه اوبونتو نصبه، اینم همون نصخه هست. ببینید بوت لودر که,"[""سیستم عامل ویندوز"",""لپ تاپ"",""سیستم عامل لینوکس"",""نسخه اوبونتو""]",false,annotator3
#امروزدرتاریخ ۱۹۹۵ (۲۲ سال پیش) سیستم عامل ویندوز ۹۵ منتشر شد. https:// twitter.com/GMA/status/900 701461457362944 …,"[""سیستم عامل ویندوز ۹۵""]",true,annotator3
بازیگر معماى شاه در دیدار با #آیت الله هاشمى #رفسنجانی در یک قاب+ #عکس ادامه: http://www. espeli.ir/element/212642 /%D8%A8%D8%A7%D8%B2%DB%8C%DA%AF%D8%B1+%D9%85%D8%B9%D9%85%D8%A7%D9%89+%D8%B4%D8%A7%D9%87+%D8%AF%D8%B1+%D8%AF%DB%8C%D8%AF%D8%A7%D8%B1+%D8%A8%D8%A7+%D8%A2%DB%8C%D8%AA+%D8%A7%D9%84%D9%84%D9%87+%D9%87%D8%A7%D8%B4%D9%85%D9%89+%D8%B1%D9%81%D8%B3%D9%86%D8%AC%D8%A7%D9%86%DB%8C+%D8%AF%D8%B1+%DB%8C%DA%A9+%D9%82%D8%A7%D8%A8%2B%D8%B9%DA%A9%D8%B3 … pic.twitter.com/tGS9xk87T1,"[""بازیگر معماى شاه "","""",""هاشمى رفسنجانی""]",true,annotator1
مراسم ديدار آخر با #آيت الله هاشمي_رفسنجاني @تئاتر شهر https://www. instagram.com/p/BPE_QlqDesm2 IsU0ZfjMakcODALxhw4JV3k7_g0/ …,[],true,annotator1
خانواده #آیت الله #هاشمی در دیدار با رهبر کره #شمالی / #عکس ادامه: http://www. espeli.ir/element/165198 /%D8%AE%D8%A7%D9%86%D9%88%D8%A7%D8%AF%D9%87+%D8%A2%DB%8C%D8%AA+%D8%A7%D9%84%D9%84%D9%87+%D9%87%D8%A7%D8%B4%D9%85%DB%8C+%D8%AF%D8%B1+%D8%AF%DB%8C%D8%AF%D8%A7%D8%B1+%D8%A8%D8%A7+%D8%B1%D9%87%D8%A8%D8%B1+%DA%A9%D8%B1%D9%87+%D8%B4%D9%85%D8%A7%D9%84%DB%8C-%D8%B9%DA%A9%D8%B3 … pic.twitter.com/mnJVmYy3ye,[],true,annotator1
یاران! به مرافقت چو دیدار کنید شاید که زدوست یاد بسیار کنید #آیت الله هاشمی رفسنجانی روحشان قرین رحمت الهی,"[""مرافقت"",""دوست""]",true,annotator1
*سلام ما به ایشان(ایت الله سید ساجد علی نقوی) برسانید* علامه عارف حسین واحدی #دبیر کل محمع علمای شیعه و عضو شورای ایدئولوژی اسلامی #پاکستان به دیدار #ایت الله سید حسن مرتضوی استاد سطوح عالیه #حوزه علمیه #مشهد رسیدند. pic.twitter.com/YEPz9zc3Jh,"[""دبیر کل محمع علمای شیعه"",""عضو شورای ایدئولوژی اسلامی پاکستان"",""استاد سطوح عالیه حوزه علمیه""]",true,annotator1
کسانی که اندک آشنایی با سیره و منش #آیت الله شبیری زنجانی را دارند می دانند اعمال ایشان بی علت ودلیل نیست ،من جمله دیدار اخیر ایشان با برخی چهره های اصلاح طلب نامه #آیت_ الله _یزدی به ایشان هم ادامه یک مباحثه طلبگی بین دوعالم دینی ودلسوز حوزه است که در جای خود قابل بحث است.,"[""اصلاح طلب"","" آیت الله شبیری زنجانی"","" آیت الله یزدی"","""",""مباحثه طلبگی بین دوعالم""]",true,annotator1
#آیت _ الله #علوی _گرگانی_ در دیدار نیره #پیروز_بخت با اشاره به فشار مشکلات اقتصادی بر مردم، بر لزوم مراقبت اداره استاندارد تاکید کرد و گفت: در هر مسؤلیتی که هستید کاری نکنید دین مردم از دست برود. #آیت الله _ علوی_ گرگانی #دین #پیروزبخت http:// fa.shafaqna.com/news/649254 @ShafaqnaPersian pic.twitter.com/vqFkqlkmDy,"[""مشکلات اقتصادی"",""آیت الله علوی گرگانی"",""مردم،""]",true,annotator1
کارنامه سیاست خارجی ترامپ در ۱۰۰ روز نخست ریاست جمهوری #آمریکا #دونالد_ترامپ http:// eonl.ir/1p2s pic.twitter.com/KGX8SIPgDO,"[""سیاست خارجی ترامپ"",""ریاست جمهوری آمریکا""]",true,annotator1
#آمریکا دوباره #کره_شمالی را #تهدید کرد/ تمام گزینه ها روی میز است وزیر امور خارجه آمریکا در ادامه سیاست های... http:// fb.me/u2gCl9tY,"[""کره شمالی"",""وزیر امور خارجه آمریکا""]",true,annotator1
یادداشت/دکترین ترامپ و سیاست امنیتی آمریکا در خاورمیانه https:// goo.gl/4x3Rkb #ترامپ #آمریکا #خاورمیانه,"[""سیاست امنیتی آمریکا"",""خاورمیانه"",""ترامپ""]",true,annotator1
یادداشت/ سیاست چین در قبال بحران کره شمالی/دیپلماسی و میانجیگری دوجانبه https:// goo.gl/ICXjzR #چین #کره‌شمالی #آمریکا #سیاست,"[""سیاست چین"",""بحران کره شمالی"",""دیپلماسی و میانجیگری""]",true,annotator1
زمان برای بازنگری در سیاست #آمریكا كنش نظامی تركیه در #سوریه و #عراق در مقابل كوردها نشان آن است كه تركیه متحد است اما شریك نیست https:// twitter.com/RichardHaass/s tatus/856921617892507648 …,"[""بازنگری در سیاست آمریكا"",""كنش نظامی تركیه در سوریه و عراق"",""در مقابل كوردها""]",true,annotator1
ناامنی و بی ثباتی در افغانستان پالیسی #امریکا می باشد و حکام از این سیاست آگاهی داشته، اما متوجه مردمی که روزانه... http:// fb.me/64E2USINk,"[""ناامنی و بی ثباتی در افغانستان"",""پالیسی امریکا"",""حکام از این سیاست آگاهی""]",true,annotator1
بزرگتر از #آمریکا آنچه بیش از هر چیز در درون #نظام ملموس است، هراس می‌باشد. هراس از تغییر #سیاست های جهانی و..... http:// bit.ly/2pJWgYB,"[""آمریکا"",""نظام"",""سیاست""]",true,annotator1
اجرای #سیاست _درهای_بسته توسط #دولت آینده گام موثری در بهبود وضعیت #اقتصادی خواهد بود. کشورهای #آمریکا و #انگلیس این سیاست را دنبال میکنند.,"[""سیاست  درهای بسته"",""دولت آینده"",""بهبود وضعیت اقتصادی"",""آمریکا"",""انگلیس""]",true,annotator1
اعتراض به سیاست های ضد محیط زیستی #آمریکا در روز جهانی زمین پاک/ اتریش AP pic.twitter.com/JUL8ZRIeDO,"[""سیاست های ضد محیط زیستی آمریکا""]",true,annotator2
New post in SCFR: اهداف پشت صحنه #ترامپ از حضور فعال‌تر در #آسیا : #آمریکا در هفته های اخیر با اصلاحاتی در #سیاست_ … http:// ift.tt/2pP2inY,"[""اهداف پشت صحنه ترامپ "",""آسیا"",""آمریکا"",""اصلاحاتی در سیاست""]",true,annotator1
